where	who	kind	form	gloss
6.1 23	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke nés ʔúɬxʷ wəɬ ʔeyc̓qeʔ ɬ kz̓ékt peɬ ɬ skʷúzkt.	And then our skʷúz and our yéyeʔ came in from outside.
6.1 24	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés cʕ̓ápeʔme ɬ skʷúzkt nke ƛ̓əp, “ohh ʔéx kénm?”	And our auntie saw the mess we made and said loudly, What are you doing!
6.1 25	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“c̓é xeʔ ncéweʔ! cúkʷste! kɬíyxweʔ tu xʷe!”	She probably said, That’s my stuff! Get away from there!
6.1 26	Kʷəɬtəzétkʷu Bernice Garcia	transcription	cʕ̓ápeʔme ɬ skʷúzkt ƛ̓uʔ ném ʔes kzəpstéys.	She scared us ‘cause we’d never heard her talk loud before. She really scared us.
6.1 27	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés ɬ ɬx̣ʷə́pkt wəɬ ɬe ʔéyc̓qeʔ.	And then we ran outside.
6.1 28	Kʷəɬtəzétkʷu Bernice Garcia	transcription	thén̓ us nke ƛ̓əp te ɬx̣ʷə́ps nqéck wəɬ weʔ wəɬ ɬe sk̓íp̓s tuɬ ɬe npúytn nke ƛ̓əp.	I don’t know where my qéck ran to, he probably ran under the bed to hide.
6.1 29	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ooh ném páqʷuʔsmne nskʷúz ném ʔeɬ qelilúsəs.	Oh I was so scared of my skʷúz, and her face was so angry.
6.1 30	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ném wiʔ neʔ tékm sxə́n̓ ʔə páwdas wəɬ npúytns tékm néʔe neʔ nke ƛ̓əp neʔ nə típəl tékm xə́n̓ ƛ̓əm.	Her powder was everywhere, on the bed, on the table.
6.1 31	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ném qlílmtis ɬ skʷúz.	Oh, she was really mad at us.
§2.3	Ella Hannon and Anna Stacey	damage	sey̓siʔmínxʷ	the space repair joins sey̓ and siʔmínxʷ, because sey̓ ends in a glottalized consonant and the space after it is a real word boundary. The paper prints two words. This is the one over-join the repair makes in this paper, against 856 breaks it closes.
4.4 1	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé nés k̓ʷén̓s ʔə súkes... ʔé məɬ nés k̓ʷén̓s.
4.4 2	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“oh c̓ʔáq̓ʷ nukʷ.”
4.4 3	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“c̓ʔáq̓ʷ nukʷ ʔə súke, xʷúy̓ nke tékɬ.”
4.4 4	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés cúne nke ƛ̓əp ɬ nqéck.
4.4 5	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“c̓ʔáq̓ʷ ekʷu ʔə súke?”
4.4 6	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“hécu nés... k̓ʷén̓ətəm ʔə súke, kéʔ us nke. c̓íy nke thén̓ ʔə sc̓ʔáq̓ʷs.”
4.4 7	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés nés kt wéʔe.
4.4 8	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés cúkʷs ʔə tíms yéyeʔkt.
4.4 9	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés nés wəɬ piʔéɬxʷ.
4.4 10	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés cúne nqéck,
4.4 11	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ neʔ cúc nke ƛ̓əp nqéck, “hécu nés k̓ʷén̓ətem ʔə súke.”
4.4 12	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés ɬk̓íwix nke ƛ̓əp weʔ wɬ típəl... ʔəs k̓ʷén̓ətem ʔə súke.
4.4 13	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés kʷéntm ʔə sƛ̓eʔxímn nke ƛ̓əp... xeym k téʔe c̓íy kt xʷúy̓kt súkeme nke ƛ̓əp.
4.4 14	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	té nukʷ téʔe ʔə sc̓ʔáq̓ʷs.
4.4 15	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ neʔ nke ƛ̓əp scúntm ɬ yéyeʔkt,
4.4 16	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“yéyeʔ... tétəʔ k sc̓ʔáq̓ʷs ʔə súke!”
4.4 17	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“ƛ̓uʔ ʔéx teʔ cút xʷúy̓ ekʷu tékɬ!”
4.4 18	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés cúc nke ƛ̓əp ɬ yéyeʔkt,
4.4 19	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“cúkʷste ʔə súke! cúʔ sey̓ siʔmínxʷ ʔə súke!”
4.4 20	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔéx nke ƛ̓əp téʔe k̓ʷén̓etəm ʔə súke... wəɬ ɬe sƛ̓eʔxímn. kʷúpətem ʔə súke nke ƛ̓əp c̓íy te... k̓ʷén̓etem w ɬ ʔéyc̓qeʔ.
4.4 21	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	k̓ʷén̓etem w ɬ ʔéyc̓qe... ʔé məɬ nés cút kt... “téteʔ xʷúy̓ stékɬs.”
4.4 22	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés ɬáx̣ʷms e súke nqéck nke ƛ̓əp.
4.4 23	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés cúc nke ƛ̓əp, “c̓ʔáq̓ʷ ʔéyɬ ʔə súke”.
4.4 24	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ néʔ nke ƛ̓əp cúc nqéck,
4.4 25	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“ʔé zéytn xʷúy̓ ʔə stékɬs!”
4.4 26	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“ʔéx xeʔ píləx̣m ʔə súke... xʷúy̓ ekʷu tékɬ!”
4.4 27	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp xéʔe... cúʔ x̣aʔéntis... yéyeʔkt.
4.4 28	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“cúkʷste ʔə súke! cúkʷste!”
4.4 29	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke xéʔe ƛ̓əp e cúntis “xʷúy̓ he tékɬ ʔə piʔstéʔ us... cúkʷste ʔə súke.”
4.4 30	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés... cút kt nke... “oh húm̓eɬ hécu nés w ɬ ʔéyc̓qeʔ... xʷúy̓ xéʔe... skyəmínstem ʔə stékɬ.”
4.4 31	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés nés kt w ɬ ʔéyc̓qeʔ nke ƛ̓əp.
4.4 32	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés...  ɬépetm teʔ ʔə súke.
footnote 3	Ella Hannon and Anna Stacey	underlying	/n/	the pre-transitivizer, which vocalizes to [e] in line 6
footnote 4	Ella Hannon and Anna Stacey	cited form	cukʷ	the predicate whose nominalized clause complement they considered for tí
footnote 4	Ella Hannon and Anna Stacey	cited form	súke	sugar, where the same missing nominalizer occurs in line 13
footnote 5	Ella Hannon and Anna Stacey	cited form	cu	say, the predicate whose many forms complicate the analysis
footnote 5	Ella Hannon and Anna Stacey	cited title	ptínusmne xʷúy̓ cút ʔə súke xʷúy̓ tékɬ ekʷu	Story 1's title, cited for cu's transitive and intransitive uses
footnote 5	Ella Hannon and Anna Stacey	cited title	ptínusmne xʷúy̓ tékɬ ʔə tmíxʷ	Story 2's title, cited for where scúc occurs
4.4 1	Ella Hannon and Anna Stacey	segmentation	ʔé nés k̓ʷén̓[-n-t]-Ø-es ʔə=súke=s ʔé=məɬ nés k̓ʷén̓[-n-t]-Ø-es
4.4 2	Ella Hannon and Anna Stacey	segmentation	oh c̓<ʔ>áq̓ʷ=nukʷ
4.4 3	Ella Hannon and Anna Stacey	segmentation	c̓<ʔ>áq̓ʷ=nukʷ ʔə=súke xʷúy̓=Ø=nke tékɬ
4.4 4	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés cú[-n-t]-Ø-ne=nke ƛ̓əp ɬ=n-qéck
4.4 5	Ella Hannon and Anna Stacey	segmentation	c̓<ʔ>áq̓ʷ=ekʷu ʔə=súke
4.4 6	Ella Hannon and Anna Stacey	segmentation	hécu nés k̓ʷén̓-n-t-Ø-em ʔə=súke kéʔ=us=nke c̓íy=nke t=hén̓ ʔə=s=c̓<ʔ>áq̓ʷ=s
4.4 7	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés nés=kt wéʔe
4.4 8	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés cúkʷ[-n-t]-Ø-es ʔə=tí-m-s yéyeʔ-kt
4.4 9	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés nés=Ø wə=ɬ=piʔ-éɬxʷ
4.4 10	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés cú[-n-t]-Ø-ne n-qéck
4.4 11	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ neʔ [s=]cú-t=s=nke ƛ̓əp n-qéck hécu nés k̓ʷén̓-n-t-Ø-em ʔə=súke
4.4 12	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés ɬk̓íw-ix=nke ƛ̓əp weʔ w=ɬ=típəl ʔə=s=k̓ʷén̓-n-t-Ø-em ʔə=súke
4.4 13	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés kʷén[-n]-t-Ø-em ʔə=s-ƛ̓eʔxí-mn x̣iy-m=Ø k=téʔe c̓íy=kt xʷúy̓=kt súke-me=nke ƛ̓əp
4.4 14	Ella Hannon and Anna Stacey	segmentation	té=nukʷ téʔe ʔə=s=c̓<ʔ>áq̓ʷ=s
4.4 15	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ neʔ=nke ƛ̓əp s-cú-n-t-Ø-em ɬ=yéyeʔ-kt
4.4 16	Ella Hannon and Anna Stacey	segmentation	yéyeʔ tétəʔ k=s=c̓<ʔ>áq̓ʷ=s ʔə=súke
4.4 17	Ella Hannon and Anna Stacey	segmentation	ƛ̓uʔ ʔéx teʔ cú-t xʷúy̓=Ø=ekʷu tékɬ
4.4 18	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés [s=]cú-t=s=nke ƛ̓əp ɬ=yéyeʔ-kt
4.4 19	Ella Hannon and Anna Stacey	segmentation	cúkʷ-s-t-Ø-e ʔə=súke cúʔ sey̓~siʔ-mín[-t]-Ø-xʷ ʔə=súke
4.4 19	Kʷəɬtəzétkʷu Bernice Garcia	speaker comment	Comment: “Meanwhile, we got sugar all over the place.”	her own aside on line 19
4.4 20	Ella Hannon and Anna Stacey	segmentation	ʔéx=nke ƛ̓əp téʔe k̓ʷén̓-n-t-Ø-em ʔə=súke kʷúp-n-t-Ø-em ʔə=súke=nke ƛ̓əp c̓íy=Ø t=e=k̓ʷén̓-n-t-Ø-em w=ɬ=ʔéyc̓qeʔ
4.4 21	Ella Hannon and Anna Stacey	segmentation	k̓ʷén̓-n-t-Ø-em w=ɬ=ʔéyc̓qe ʔé=məɬ nés cú-t=kt téteʔ xʷúy̓=Ø [k=]s=tékɬ=s
4.4 22	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés ɬáx̣ʷ-m[-t]-Ø-es ʔə=súke n-qéck=nke ƛ̓əp
4.4 23	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés [s=]cú-t=s=nke ƛ̓əp c̓<ʔ>áq̓ʷ=Ø ʔéyɬ ʔə=súke
4.4 24	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ néʔ=nke ƛ̓əp [s=]cú-t=s n-qéck
4.4 25	Ella Hannon and Anna Stacey	segmentation	ʔé zéy-tn xʷúy̓ ʔə=s=tékɬ=s
4.4 26	Ella Hannon and Anna Stacey	segmentation	ʔéx xeʔ píləx̣-m=Ø ʔə=súke xʷúy̓=ekʷu tékɬ=Ø
4.4 27	Ella Hannon and Anna Stacey	segmentation	ʔe=məɬ=nke ƛ̓əp xéʔe cúʔ x̣aʔ-é-n-t-ey-es yéyeʔ-kt
4.4 28	Ella Hannon and Anna Stacey	segmentation	cúkʷ-s-t-Ø-e ʔə=súke cúkʷ-s-t-Ø-e
4.4 29	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke xéʔe ƛ̓əp e=cú-n-t-ey-es xʷúy̓=Ø he=tékɬ ʔə=piʔ-s-téʔ=us cúkʷ-s-t-Ø-e ʔə=súke
4.4 30	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés cú-t=kt=nke oh húm̓eɬ hécu nés w=ɬ=ʔéyc̓qeʔ xʷúy̓ xéʔe s=kyə-mín-s-t-Ø-em ʔə=s-tékɬ
4.4 31	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés s=nés=kt w=ɬ=ʔéyc̓qeʔ=nke ƛ̓əp
4.4 32	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés ɬép-n-t-Ø-em teʔ ʔə=súke
5.4 1	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp teʔ sew̓íxtm ɬ yéyeʔkt.
5.4 2	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔéx nke ƛ̓əp teʔ cút, “stéʔ xeʔé yéyeʔ?”
5.4 3	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ néʔ ʔéx nke ƛ̓əp cuntís, “cúkʷste xʷúy̓ xeʔ píləx̣tis ʔe xʷúy̓ us tékɬ ʔe xʷúy̓ us te nq̓ʷyénk.”
5.4 4	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔéx nke ƛ̓əp k̓ʷén̓etm téʔe.
5.4 5	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔéx ƛ̓əp néʔe ʔə tuʔúʔt.
5.4 6	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔéx ƛ̓əp xeʔ tuʔúʔt xʷúy̓ ekʷu píɬəx̣tis xʷúy̓ us nq̓ʷyénk ʔé məɬ neʔ ʔə smúm̓ɬec xʷúy̓ ekʷu píɬəx̣tis xʷúy̓ us ʔe tékɬ.
5.4 7	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ neʔ ʔə smúm̓ɬec ʔéx xeʔ skʷákʷs te nƛ̓íkʷestn.
5.4 8	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	c̓é xeʔ cumíns ekʷu xʷúy̓ us ʔe tékɬ ʔé məɬ nés k̓éʔex wiʔ.
5.4 9	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔéx nke ƛ̓əp né ʔes k̓ʷén̓stm néʔe.
5.4 10	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ neʔ nke ƛ̓əp cúntis ɬ yéyeʔ kt “cúkʷste! cúʔ sey̓ siʔmínxʷ!”
5.4 11	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“cúkʷste!”
5.4 12	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ neʔ nke ƛ̓əp ʔéx cúntm ɬ yéyeʔ, “ʔéx xeʔ k̓ʷén̓etm yéyeʔ. cúkʷstiʔe. ʔéx neʔ páqwtm,” ʔéx nke ƛ̓əp teʔ ʔe cúntm ɬ yéyeʔkt.
5.4 13	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés k̓ʷén̓tm ʔe cúɬmn ʔé məɬ nés kʷúpetem e tuʔúʔt xʷúy̓ nq̓ʷyénk ekʷu. c̓ʔé ekʷu xeʔ sptínusmkt nq̓ʷyénk ekʷu ƛ̓uʔ.
5.4 14	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔéx neʔ kʷúpetəm ʔə smúm̓ɬec. “oh xʷúy̓ tékɬ. tekɬmémn.” kʷúpetəm nke ƛ̓əp ʔə smúm̓ɬec. “xʷúy̓ tékɬ.”
5.4 15	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés nke ƛ̓əp neʔ kʷúpətəm ʔə smúm̓ɬec. “ohh xʷúy̓ tékɬ smúm̓ɬec? xʷúy̓ tékɬ nist?” ʔéx nke ƛ̓əp te cuntm.
5.4 16	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ƛ̓uʔ ʔéx neʔ kʷúpetəm ʔə smúm̓ɬec púƛ̓əm ʔə tuʔúʔt.
5.4 17	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés cúntm ɬ yéyeʔkt, “yéyeʔ! tem ekʷu te xʷúy̓ ekʷu ʔə tékɬs! cút ʔə tuʔúʔt xʷúy̓ ekʷu nq̓ʷyénk.”
5.4 18	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔéx nke ƛ̓uʔ k̓ʷén̓es ɬ kz̓ékt, “ʔéy néxʷm, xʷúy̓ nq̓ʷyénk.”
5.4 19	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp neʔ ʔe cúc, “ʔey tətéʔ wiʔ skázeʔtis ʔə tuʔúʔt.”
5.4 20	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“ńem xʷúy̓ nq̓ʷyénk.”
5.4 21	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“cúkʷste məɬ wiʔ xéʔe nke ƛ̓əp scúc xʷúy̓ xeʔ nq̓ʷyénk.”
5.4 22	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ neʔ nke ƛ̓əp neʔ sew̓íxtm ɬ yéyeʔkt nke ƛ̓əp, “yéyeʔ piʔsté xʷúy̓ tékɬ piʔsté xʷúy̓ tékɬ.”
5.4 23	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp neʔ scúc nke ƛ̓əp, “ʔe púƛ̓əm us ʔe smúm̓ɬec xʷúy̓ he tékɬ.”
5.4 24	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp ɬ sew̓íxtm ɬ yéyeʔ, “keʔ xʷúy̓ spúƛ̓mstm ʔə smúm̓ɬec ʔeks tékɬ cʔéyɬ kéʔe wiʔ.”
5.4 25	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“xʷúy̓ tékɬ.”
5.4 26	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ ne nke ƛ̓əp cút ɬ kz̓ékt, “cúkʷste cúʔ neʔ x̣áʔntis” nke ƛ̓əp. “cúkʷste!”
5.4 27	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ neʔ scúc nke ƛ̓əp, “xʷúy̓ xe tékɬ ʔe piʔstéʔ us. cúkʷste!”
5.4 28	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp ne ʔ ʔə scuntm ɬ kz̓ékt, “yéyeʔ x̣ʷóx̣ʷstmtəm xʷúy̓s tékɬs xʷúy̓ púƛ̓mtm e smúm̓ɬec!”
5.4 29	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ƛ̓uʔ cúʔ scmém̓yt kt wiʔ ƛ̓uʔ tətéʔ ks néxʷms. xʷúy̓ tékɬ ʔe púƛ̓m us ʔə smúm̓ɬec.
5.4 30	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp neʔ ʔúɬxʷ ƛ̓əm ɬ tuʔúʔt púƛ̓m ɬ smúm̓ɬec ʔé məɬ nke ƛ̓əp nés cúntm ɬ yéyeʔkt, “ooh yéyeʔ!”
5.4 31	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés cút kt nke ƛ̓əp, “ooh yéyeʔ k̓ʷén̓eté púƛ̓əm ʔə smúm̓lec! xʷúy̓ tékɬ ʔéyɬ.”
5.4 32	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp te scúc ɬ yéyeʔ, “ʔə kázeʔtis xéʔe. nésweʔ wəɬ ɬe ʔéyc̓qeʔ k̓ʷén̓ete ʔə tmíxʷ.”
5.4 33	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés nés kt wə ɬe ʔéyc̓qeʔ k̓ʷén̓etəm ʔə tmíxʷ ƛ̓uʔ nq̓ʷyénk ƛ̓uʔ téʔe.
5.4 34	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp tes ʔúɬxʷkt. ʔé məɬ nés cúntm ɬ yéyeʔ, “yéyeʔ kázeʔtis ʔə smúm̓ɬec.”
5.4 35	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“tətéʔ xʷúy̓s tékɬs.”
5.4 36	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp ne cúc ɬ yéyeʔ, “ʔéy cúkʷste ʔə smúm̓ɬec.”
5.4 37	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ ne nke ƛ̓əp scúntis, “ʔey wʔéye kncéme.” ʔé məɬ nés ɬépetəm ʔə smúm̓ɬec. “ooh kénm kénm yéyeʔ?”
6.3 1	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔéx kt nke teʔ ʕʷóy̓t peɬ nqéck peɬ ncéweʔ.
6.3 2	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	hén̓ us nke nés skíxzeʔ ʔéx nke ƛep te cuwúm wəɬ ʔéyc̓qeʔ.
6.3 3	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés qíɬkt. qíɬəcms nke ƛəp ɬn qéck.
6.3 4	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔéx te k̓ʷén̓m teʔ swét téʔe.
6.3 5	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	cúkʷ ƛ̓uʔ nmímɬ néʔe... nə cítxʷ.
6.3 6	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp nés cúc ɬnqéck, “wíkc nke ƛ̓əp téʔe. ʔə típəls skʷúzkt. hécu teʔ məsténtm.”
6.3 7	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp nés cúc, “xʷúy̓ nék̓etm e sk̓ʷƛ̓úskt.”
6.3 8	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔeɬ nke ƛ̓əp nés cút, “oh.”
6.3 9	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke ƛ̓əp néʔe ʔes ɬk̓íwix néʔe nə típəls wéʔe.
6.3 10	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	neʔ... k̓ík̓et ƛ̓uʔ wəɬ ɬe npúytns wéʔe tékm néʔe.
6.3 11	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé cumíns ʔéx us neʔ páwdame néʔe, neʔ us c̓aqʷcín.
6.3 12	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés cuʔít ooo… ooo wíktm ɬ skwúzkt ʔéx us téʔe e sɬúməs tékm ʔə c̓aqʷcín ʔeɬ ɬe páwdas ʔé məɬ ne c̓íy te ƛ̓líxʷeɬ.
6.3 13	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	xʷúy̓ ekʷu pétn̓tm.
6.3 14	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	kʷéntm ɬ páwdas ʔé məɬ nés páwda ma pétn̓tm ɬ skʷúz ʔéx ne nʔéye ne sƛ̓əpqín tul le zépy̓e, tul le chin, tul le our noses.
6.3 15	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés nke ƛ̓əp ʔéx ne k̓wen̓etwáxʷkt “ohhh xʷúy̓ceʔ us.”
6.3 16	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“neʔ ɬe xʷúy̓ cuxícn nke!” ʔéx nke ƛ̓əp teʔ cút.
6.3 17	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés páwda məsné ɬn qéck ʔeɬ cníɬ ʔə páwdascmes nke ƛ̓əp.
6.3 18	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔeɬ kʷéntəm ƛ̓əm nke ƛ̓əp ɬ stéʔ xʷúy̓ cutéme ɬ zépy̓ekt ʔé məɬ nés pu ʔéyɬ.
6.3 19	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	tékm txə́n̓ ʔéyɬ ʔeɬ ɬe c̓aqʷcíns.
6.3 20	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés ɬúmetəm néʔe nə splíwcnkt ƛ̓uʔ tətéʔ ks tíʔtax̣ʷs nukʷ nke ƛ̓əp.
6.3 21	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	kʷéne ʔə sc̓aqʷcín ʔé məɬ nés x̣íɬtne téʔe ɬ nqéck.
6.3 22	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	oohhh ném k ƛ̓ixʷeɬwíʔx nke ƛ̓əp.
6.3 23	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nke nés ʔúɬxʷ wəɬ ʔéyc̓qeʔ ɬ kz̓ékt peɬ ɬ skʷúzkt.
6.3 24	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés cʕ̓ápeʔme ɬ skʷúzkt nke ƛ̓əp, “ohh ʔéx kénm!”
6.3 25	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	“c̓é xeʔ ncéweʔ! cúkʷste! kɬíyxweʔ tu xʷeʔ!”
6.3 26	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	cʕ̓ápeʔme ɬ skʷúzkt ƛ̓uʔ ném ʔə skzəpstéys.
6.3 27	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ʔé məɬ nés ɬx̣ʷə́pkt wə ɬe ʔéyc̓qeʔ.
6.3 28	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	thén̓ us nke ƛ̓əp te ɬx̣ʷə́ps ɬnqéck wə ɬ weʔ wə ɬe sk̓ip̓s tu ɬe npúytn nke ƛ̓əp.
6.3 29	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ooh ném páqʷuʔsne n skʷúz ném ʔel qelilúsəs.
