where	who	kind	form	gloss
(103)	Heiltsuk	cited form	k‟áqa	the Heiltsuk cognate of k‟aqas
(104)	Nuxalk	cited form	k‟inaxʷ	'crab'
(104)	Heiltsuk	cited form	k‟ínáxʷ	the Heiltsuk cognate of k‟inaxʷ
(105)	Nuxalk	cited form	k‟mani	'smelt (fish)'
(105)	Haisla	cited form	k‟màn‟i	'young herring', the Haisla cognate of k‟mani
(105)	Haisla	root	√k‟ma	the Haisla root of k‟màn‟i
(106)	Nuxalk	cited form	k‟ʷumc‟	'dried clams'
(106)	Oowekyala	cited form	k‟ʷum‟asa	'to dry clams', the Oowekyala cognate of k‟ʷumc‟
(107)	Nuxalk	cited form	ʔlac	'sea cucumber'
(107)	Heiltsuk	cited form	ʔl‟ás	the Heiltsuk cognate of ʔlac
(108)	Nuxalk	cited form	ɬaqa	'basking shark'
(108)	Heiltsuk	cited form	λáɢa	the Heiltsuk cognate of ɬaqa
(109)	Nuxalk	cited form	ɬaq‟s	'edible seaweed'
(109)	Heiltsuk	cited form	ɬq‟st	the Heiltsuk cognate of ɬaq‟s
(109)	Heiltsuk	root	√ɬq	the Heiltsuk root of ɬq‟st
(110)	Nuxalk	cited form	ʔl:q‟llis	'kelp with herring spawn'
(110)	Heiltsuk	cited form	q‟á:q‟l‟ís	'type of kelp', the Heiltsuk cognate of ʔl:q‟llis
(111)	Nuxalk	cited form	ma:mayu	'butterfly'
(111)	Oowekyala	cited form	hmu:mu	the Oowekyala cognate of ma:mayu
(112)	Nuxalk	cited form	maxʷuuli	'water hemlock'
(112)	Haisla	cited form	wàx(ʷ)uali	the Haisla cognate of maxʷuuli
(112)	Haisla	root	√waxʷ	the Haisla root of wàx(ʷ)uali
(113)	Nuxalk	cited form	mackin	'salmon heart'
(113)	Heiltsuk	cited form	mcgn‟í	the Heiltsuk cognate of mackin
(113)	Heiltsuk	root	√ms	the Heiltsuk root of mcgn‟í
(114)	Nuxalk	cited form	maχʷat‟alaqa	'dipper (bird)'
(114)	Haisla	cited form	maχʷadài	the Haisla cognate of maχʷat‟alaqa
(114)	Haisla	root	√maχʷ	the Haisla root of maχʷadài
(115)	Nuxalk	cited form	ʔmtm	'sea urchin'
(115)	Heiltsuk	cited form	ʔmd	the Heiltsuk cognate of ʔmtm
(116)	Nuxalk	cited form	naɬm	'ling cod'
(116)	Heiltsuk	cited form	náɬm	the Heiltsuk cognate of naɬm
(117)	Nuxalk	cited form	nan	'grizzly bear'
(117)	Heiltsuk	cited form	nán	the Heiltsuk cognate of nan
(118)	Nuxalk	cited form	naχ:nχ	'mallard duck'
(118)	Heiltsuk	cited form	n(i)snáq	the Heiltsuk cognate of naχ:nχ
(119)	Nuxalk	cited form	nukʷi	'sea otter'
(119)	Haisla	cited form	nùkʷi	the Haisla cognate of nukʷi
(119)	Haisla	root	√nukʷ	the Haisla root of nùkʷi
(120)	Nuxalk	cited form	pays	'flounder'
(120)	Heiltsuk	cited form	páis	the Heiltsuk cognate of pays
(121)	Nuxalk	cited form	plχani	'abalone shell'
(121)	Haisla	cited form	plχʔà	the Haisla cognate of plχani
(121)	Haisla	root	√plχ	the Haisla root of plχʔà
(122)	Nuxalk	cited form	puʔyaas	'Indian tea'
(122)	Heiltsuk	cited form	púy‟ás	the Heiltsuk cognate of puʔyaas
(122)	Heiltsuk	root	√pus	the Heiltsuk root of púy‟ás
(123)	Nuxalk	cited form	qacχ	'starfish'
(123)	Heiltsuk	cited form	ɢáʒaχ	the Heiltsuk cognate of qacχ
(123)	Heiltsuk	root	√ɢas	the Heiltsuk root of ɢáʒaχ
(124)	Nuxalk	cited form	qʷulu:luuχʷu	'strawberry'
(124)	Haisla	cited form	ɢʷulàli	'any berry', the Haisla cognate of qʷulu:luuχʷu
(124)	Haisla	root	√ɢʷuɬ	the Haisla root of ɢʷulàli
(125)	Nuxalk	cited form	qʷuuχʷ:uuχ	'swan'
(125)	Heiltsuk	cited form	qʷɢʷúqʷ	the Heiltsuk cognate of qʷuuχʷ:uuχ
(126)	Nuxalk	cited form	qʷalas	'lizard'
(126)	Heiltsuk	cited form	ɢʷálás	the Heiltsuk cognate of qʷalas
(126)	Heiltsuk	root	√ɢʷaɬ	the Heiltsuk root of ɢʷálás
(127)	Nuxalk	cited form	qʷa:qʷaws	'sawbill duck'
(127)	Heiltsuk	cited form	qʷɢʷáus	the Heiltsuk cognate of qʷa:qʷaws
(128)	Nuxalk	cited form	qʷaχʷ	'raven'
(128)	Heiltsuk	root	√ɢʷaχʷ	'raven croaks', the Heiltsuk and Oowekyala cognate of qʷaχʷ
(129)	Nuxalk	cited form	q‟ʷaqʷina	'dogfish'
(129)	Heiltsuk	cited form	q‟ʷáɢʷíná	the Heiltsuk cognate of q‟ʷaqʷina
(129)	Heiltsuk	root	√q‟ʷaqʷ	the Heiltsuk root of q‟ʷáɢʷíná
(130)	Nuxalk	cited form	q‟anas	'chiton, periwinkle'
(130)	Heiltsuk	cited form	q‟ánás	the Heiltsuk cognate of q‟anas
(131)	Nuxalk	cited form	q‟awɬt-aqs	'grebe, helldiver'
(131)	Haisla	cited form	q‟àuɬt‟a	'straight out to the water', the Haisla cognate of q‟awɬt-aqs
(132)	Nuxalk	cited form	q‟is	'stink currant'
(132)	Heiltsuk	root	√q‟is	the Heiltsuk, Oowekyala and Haisla cognate of q‟is
(133)	Nuxalk	cited form	saaχʷan	'tidal flats, grass-like at low tide'
(133)	Haisla	cited form	sàɢʷan	'grass', the Haisla cognate of saaχʷan
(133)	Haisla	root	√saqʷ	the Haisla root of sàɢʷan
(134)	Nuxalk	cited form	sac‟m	'old springsalmon'
(134)	Haisla	cited form	sàc‟m	the Haisla cognate of sac‟m
(134)	Haisla	root	√sas	the Haisla root of sàc‟m
(135)	Nuxalk	cited form	sakʷm	'bracken fern'
(135)	Oowekyala	root	√sakʷ	'bracken fern root', the Oowekyala cognate of sakʷm
(136)	Nuxalk	cited form	s-xʷilm	'salmon roe'
(136)	Nuxalk	cited form	s-xʷulm	'salmon roe', the variant
(136)	Heiltsuk	cited form	xʷúlí	'fresh boiled ...', the Heiltsuk cognate of s-xʷilm
(136)	Heiltsuk	root	√xuɬ	the Heiltsuk root of xʷúlí
(137)	Nuxalk	cited form	s-l:k‟laaχ-t	'crystal, icicle'
(137)	Oowekyala	cited form	k‟l‟aq	'crystal', the Oowekyala cognate of s-l:k‟laaχ-t
(137)	Oowekyala	root	√k‟ɬ	the Oowekyala root of k‟l‟aq
(138)	Nuxalk	cited form	s-ni:nya	'earthquake'
(138)	Heiltsuk	cited form	nínía	the Heiltsuk cognate of s-ni:nya
(138)	Heiltsuk	root	√ni	the Heiltsuk root of nínía
(139)	Nuxalk	cited form	s-pakʷ-ank	'ray, skate'
(139)	Heiltsuk	cited form	bágʷ-áná	the Heiltsuk cognate of s-pakʷ-ank
(140)	Nuxalk	cited form	s-ƛ‟mstayc‟	'cranberry'
(140)	Heiltsuk	cited form	ƛ‟msdáic‟	the Heiltsuk cognate of s-ƛ‟mstayc‟
(140)	Heiltsuk	root	√ƛ‟ms	the Heiltsuk root of ƛ‟msdáic‟
(141)	Nuxalk	cited form	s-tqʷ	'mud'
(141)	North Wakashan	root	√tqʷ	'covered with dirt', the North Wakash cognate of s-tqʷ
(143)	Nuxalk	cited form	stulkʷ	'dolphin'
(143)	Heiltsuk	cited form	cdúlkʷ	the Heiltsuk cognate of stulkʷ
(144)	Nuxalk	cited form	s-t‟ux(ʷ)si	'wave'
(144)	North Wakashan	root	√t‟uxʷ	the North Wakash cognate of s-t‟ux(ʷ)si
(145)	Nuxalk	cited form	txn:xni	'owl'
(145)	Heiltsuk	cited form	tx:tx-ní	the Heiltsuk cognate of txn:xni
(145)	Heiltsuk	root	√tx	the Heiltsuk root of tx:tx-ní
(146)	Nuxalk	cited form	ƛ‟a	'black bear'
(146)	Heiltsuk	cited form	ƛ‟á	the Heiltsuk cognate of ƛ‟a
(147)	Nuxalk	cited form	ƛ‟aaqʷitkʷ	'red cod'
(147)	Heiltsuk	cited form	ƛ‟áqʷitkʷ	the Heiltsuk cognate of ƛ‟aaqʷitkʷ
(147)	Heiltsuk	root	√ƛ‟aqʷ	the Heiltsuk root of ƛ‟áqʷitkʷ
(148)	Nuxalk	cited form	ƛ‟aq‟ʷt	'douglas fir bark'
(148)	Heiltsuk	cited form	ƛ‟aq‟ʷt	'red cedar bark', the Heiltsuk cognate of ƛ‟aq‟ʷt
(149)	Nuxalk	cited form	ƛ‟awq‟ʷ	'tobacco'
(149)	Heiltsuk	cited form	ƛ‟áuq‟ʷ	the Heiltsuk cognate of ƛ‟awq‟ʷ
(150)	Nuxalk	cited form	ƛ‟iχin	'sealion'
(150)	Haisla	cited form	ƛ‟iχʔn	the Haisla cognate of ƛ‟iχin
(150)	Haisla	root	√ƛ‟iχ	the Haisla root of ƛ‟iχʔn
(151)	Nuxalk	cited form	ƛ‟upana	'cormorant'
(151)	Oowekyala	cited form	ƛ‟ubana	the Oowekyala cognate of ƛ‟upana
(152)	Nuxalk	cited form	cimani	'horseclam'
(152)	Heiltsuk	cited form	címáni	the Heiltsuk cognate of cimani
(152)	Heiltsuk	root	√cim	the Heiltsuk root of címáni
(153)	Nuxalk	cited form	cna	'stinging nettle'
(153)	Kwakiutl	root	√ӡnk	the Kwakiutl cognate of cna
(154)	Nuxalk	cited form	c‟ap‟aχ	'bough tips of cedar'
(154)	Heiltsuk	cited form	c‟áp‟aχ	'cedar needles', the Heiltsuk cognate of c‟ap‟aχ
(154)	Heiltsuk	root	√c‟ap	the Heiltsuk root of c‟áp‟aχ
(155)	Nuxalk	cited form	c‟ikʷa	'clam'
(155)	Nuxalk	cited form	c‟ikʷn-	'clam', the variant
(155)	Heiltsuk	cited form	c‟íkʷa	'butter clam', the Heiltsuk cognate of c‟ikʷa
(155)	Heiltsuk	root	√c‟ikʷ	the Heiltsuk root of c‟íkʷa
(156)	Nuxalk	cited form	c‟ik‟ʷic‟	'sea urchin'
(156)	Heiltsuk	cited form	c‟k‟ʷíc‟	the Heiltsuk cognate of c‟ik‟ʷic‟
(156)	Heiltsuk	root	√c‟kʷ	the Heiltsuk root of c‟k‟ʷíc‟
(157)	Nuxalk	cited form	c‟n	'tidal lagoon'
(157)	North Wakashan	root	√c‟n	'tidal rapids', the North Wakash cognate of c‟n
(158)	Nuxalk	cited form	t‟upiɬc	'sealice'
(158)	Oowekyala	cited form	t‟up‟iac‟i	'flea', the Oowekyala cognate of t‟upiɬc
(158)	Oowekyala	root	√t‟up	the Oowekyala root of t‟up‟iac‟i
(159)	Nuxalk	cited form	t‟upiwas	'fawn'
(159)	Heiltsuk	cited form	t‟úpiw‟a	the Heiltsuk cognate of t‟upiwas
(160)	Nuxalk	cited form	t‟χ-t	'rock, stone'
(160)	North Wakashan	root	√t‟iχ	'spread rocks', the North Wakash cognate of t‟χ-t
(161)	Nuxalk	cited form	t‟χʷsus	'clover rhizomes'
(161)	Heiltsuk	cited form	t‟χʷsús	the Heiltsuk cognate of t‟χʷsus
(161)	Heiltsuk	root	√t‟qʷ	the Heiltsuk root of t‟χʷsús
(162)	Nuxalk	cited form	ʔu:s-uk‟ʷlt	'blackcap berry'
(162)	Haisla	root	√k‟ʷlt	'wild raspberry', the Haisla cognate of ʔu:s-uk‟ʷlt
(163)	Nuxalk	cited form	ʔu:tʼpi(i)	'wigeon'
(163)	North Wakashan	root	√t‟up	'spotted', the North Wakash cognate of ʔu:tʼpi(i)
(164)	Nuxalk	cited form	walasya	'lynx'
(164)	Kwakiutl	cited form	w‟alasxiaʔ	the Kwakiutl cognate of walasya, from Rath p.c.
(165)	Nuxalk	cited form	wac‟	'dog'
(165)	Nuxalk	cited form	wnc‟-	'dog', the variant
(165)	Heiltsuk	cited form	w‟ác‟	the Heiltsuk cognate of wac‟
(165)	Heiltsuk	root	√w‟as	the Heiltsuk root of w‟ác‟
(166)	Nuxalk	cited form	ways	'coho salmon'
(166)	Heiltsuk	cited form	wás	'coho turning red', the Heiltsuk cognate of ways
(167)	Nuxalk	cited form	wiƛ‟aχ	'horn, antler'
(167)	Haisla	cited form	wƛ‟q	the Haisla cognate of wiƛ‟aχ
(167)	Haisla	root	√wƛ	the Haisla root of wƛ‟q
(168)	Nuxalk	cited form	χaq‟anc	'crane, great blue heron'
(168)	Heiltsuk	cited form	qáq‟	the Heiltsuk cognate of χaq‟anc
(168)	Heiltsuk	root	√qaq	the Heiltsuk root of the crane cognate
(169)	Nuxalk	cited form	χawʔli	'large mussel'
(169)	Heiltsuk	cited form	χu‟	the Heiltsuk cognate of χawʔli
(170)	Nuxalk	cited form	χayaq‟a	'barnacle'
(170)	Nuxalk	cited form	χayaq‟n-	'barnacle', the variant
(170)	Heiltsuk	cited form	χáyáq‟	the Heiltsuk cognate of χayaq‟a
(170)	Heiltsuk	root	√χiq	the Heiltsuk root of χáyáq‟
(171)	Nuxalk	cited form	χa:χaq‟	'goose'
(171)	Heiltsuk	cited form	ɢáq	the Heiltsuk cognate of χa:χaq‟
(172)	Nuxalk	cited form	(ʔ)yanahu	'turnip'
(172)	Heiltsuk	cited form	y‟nawú	the Heiltsuk cognate of (ʔ)yanahu
(173)	Nuxalk	cited form	ʔaq‟ʷm	'herring spawning'
(173)	Proto-Athabascan	cited form	*q‟uˑn‟	'roe', the Proto-Athabascan cognate of ʔaq‟ʷm
(173)	Eyak	cited form	q‟ǝmaˑ	'roe', the Eyak cognate of ʔaq‟ʷm, from Na94:182
(174)	Nuxalk	cited form	kac‟an	'tail'
(174)	Proto-Athabascan	cited form	PA*keʔ-c‟ǝn	the Proto-Athabascan cognate of kac‟an, printed with no space after the tag
(174)	Proto-Athabascan	cited form	-cǝŋ‟	the alternative Proto-Athabascan cognate of kac‟an, from Na94:183
§2.2.1	Nuxalk	cited form	skʷlatn	'ptarmigan', as the closing prose of section 2.2.1 spells it without the hyphen
§2.2.2	Nuxalk	cited affix	k-ana-ɬp	the tail of the yellow pond lily epithet, which the extraction splits at the lost schwa
(93)	Hank Nater	reference	N73	Newman 1973, as entry 93 cites it
(175)	Nuxalk	cited form	k‟ʷni	'fur seal'
(175)	Carrier	cited form	k‟ʷǝni	the Carrier cognate of k‟ʷni
(175)	Eyak	cited form	k‟ǝmah	'sea lion', the Eyak cognate of k‟ʷni, from Na94:182 fn 6
(176)	Nuxalk	cited form	k‟awn	'type of salmon'
(176)	Chinook	cited form	i-k‟awan	the Chinook cognate of k‟awn, from Na10:73
(177)	Nuxalk	cited form	laakc	'squirrel'
(177)	Proto-Athabascan	root	*√lǝʔk‟	the Proto-Athabascan cognate of laakc, from Na94:182
(178)	Nuxalk	cited form	qaχ	'rabbit'
(178)	Proto-Athabascan	cited form	*ɢǝχ	the Proto-Athabascan cognate of qaχ
(178)	Eyak	cited form	ɢaχ	the Eyak cognate of qaχ, from Na94:182
(179)	Nuxalk	cited form	q‟ls	'cottonwood cambium'
(179)	Proto-Athabascan	cited form	*q‟ǝnǝx-ɬ	the Proto-Athabascan cognate of q‟ls, from Na94:183
(180)	Nuxalk	cited form	s-tn	'tree, stick'
(180)	Proto-Athabascan	root	*√tǝn	'sticklike object', the Proto-Athabascan cognate of s-tn
(181)	Nuxalk	cited form	ƛ‟χʷcn	'onion'
(181)	Carrier	cited form	*ƛ‟ǝχʷ-čǝn	'smelly grass', the pre-Carrier cognate of ƛ‟χʷcn, from Na94:183
(182)	Nuxalk	cited form	cl(ʔ)lik	'coyote'
(182)	Chilcotin	cited form	čǝlʔík	the Chilcotin cognate of cl(ʔ)lik, from Na94:185
§2.2.5	Hank Nater	heading	All ecology-related cognates	section 2.2.5
§2.2.5	Nuxalk	root	*χʷs	'foam(y)', the fossilized Bella Coola root
§2.2.5	Nuxalk	root	*χʷus/c	the allomorph of *χʷs
§2.2.5	Nuxalk	cited form	χʷu:χʷuc-i	'young mountain goat'
§2.2.5	Squamish	cited form	χʷu:χʷs-	the Squamish form compared with χʷu:χʷuc-i
§2.2.5	PS	cited form	*χʷu/	the widespread Salish precursor of *χʷs
§2.2.5	North Wakashan	root	√	the North Wakash root soapberry words are derived from
§2.2.5	Carrier	root	√w	the Central Carrier root, from Ca74
§2.2.5	Carrier	cited form	haw	'foam', the Central Carrier form
§2.2.5	Carrier	cited form	niŋw	'soapberries', the Central Carrier form
§2.2.5	Carrier	variant spelling	nînrwoc	Morice 1932's spelling of the soapberry word, Mo32:13
§2.2.5	Carrier	phonetic	[ninʁʷɔʃ]	the phonetic reading of nînrwoc
§2.2.5	Carrier	cited form	now	'soapberries', the southern Carrier form, from Na74
§2.2.5	PS	cited form	*sχʷu/	the Salish form Bella Coola nuχʷski resembles less
§2.3	Hank Nater	heading	Salish, areal and non-Salish etymologies: non-ecological lexicon	section 2.3
§2.3.1	Hank Nater	heading	CS and IS cognates	section 2.3.1
(183)	Nuxalk	cited form	ʔix-aaχ-lx	'crawl'
(183)	CS	cited form	*yaaχ-lx	the Coast Salish cognate of ʔix-aaχ-lx
(183)	CS	cited form	*yə/aq-ilx	the earlier form the cognate derives from, from Ku02:156
(184)	Nuxalk	cited form	ʔaaχɬ	'upstream area'
(184)	CS	cited form	*ʔaɬχan	'stream direction', the cognate of ʔaaχɬ, from Ku02:136
(185)	Nuxalk	cited form	ʔul-χɬ	'going up the river'
(186)	Nuxalk	cited form	ʔaaχqa	'urinate'
(186)	Nuxalk	root	√ʔaaχqn	'urinate', the root
(186)	Sechelt	cited form	ʔáqan	the Sechelt cognate of ʔaaχqa, from Ti77:35
(187)	Nuxalk	cited form	ʔanaɬa	'answer'
(187)	Squamish	cited form	ʔánuɬ	'agree, consent', the Squamish cognate of ʔanaɬa, from Ku67:391
(188)	Nuxalk	root	√ʔas	'locational base'
(188)	Nuxalk	root	√ʔass	'locational base', the variant
(188)	Squamish	root	√ʔac	'surface', the Squamish cognate, from Ku67:390
(189)	Nuxalk	root	√ʔus	'directional base'
(190)	Nuxalk	cited form	ʔa-stxʷ	'be inside'
(190)	CS	cited form	*ʔu/as-txʷ	the Coast Salish cognate of ʔa-stxʷ, from Ku02:136
(191)	Nuxalk	cited form	ʔu-stxʷ	'go inside'
(192)	Nuxalk	cited form	ʔaciwa	'belly'
(192)	Nuxalk	root	√ʔaciw(n)	'belly', the root
(192)	Squamish	cited form	ʔǝs-ʔá:ʔc-iw‟an	'pregnant', the Squamish cognate, from Ku69:92
(193)	Nuxalk	root	√ʔaχc	'lie down'
(193)	CS	cited form	*ʔaχi/ǝc	the Coast Salish cognate of √ʔaχc, from Ku02:137
(194)	Nuxalk	cited form	s-χic-ta	'bed'
(195)	Nuxalk	cited form	ʔaχʷ	'not'
(195)	Squamish	cited form	haw-q	'there is not', the Squamish cognate of ʔaχʷ, from Ku67:374
(196)	Nuxalk	cited form	xli	'penis'
(196)	Squamish	cited form	šǝl‟	the Squamish cognate of xli, from Ku69:69
(197)	Nuxalk	cited form	xʷaa:(xʷ)xʷ-i	'light of weight'
(197)	CS	cited form	*xʷa	the Coast Salish cognate of xʷaa:(xʷ)xʷ-i, from Ku02:119
(198)	Nuxalk	cited form	ʔixa	'lower leg, foot'
(198)	Nuxalk	root	√ʔixn	'lower leg, foot', the root
(198)	CS	cited form	*yǝxǝn	the Coast Salish cognate of ʔixa, from Ku02:156
(199)	Nuxalk	cited form	ʔinu	'you sg.'
(199)	Squamish	cited form	nǝw	the Squamish cognate of ʔinu, from Ku67:311
(200)	Nuxalk	cited form	ʔisut	'paddle, travel by canoe'
(200)	Nuxalk	cited form	ʔissut	'paddle, travel by canoe', the variant
(200)	Squamish	cited form	ʔísun	the Squamish cognate of ʔisut, from Ku67:398
(201)	Nuxalk	cited form	ʔica	'tooth'
(201)	Nuxalk	root	√ʔicn	'tooth', the root
(201)	CS	cited form	*yǝncǝn	the Coast Salish cognate of ʔica
(201)	CS	cited form	*yǝnǝs-ǝn	the intermediate form the cognate derives from
(201)	CS	cited form	*yǝni/ǝs	the earliest form, from Ku02:156
(202)	Nuxalk	cited form	kƛ‟ii	'short'
(202)	Musqueam	cited form	c‟ǝ:c‟íƛ‟	the Musqueam cognate of kƛ‟ii, from Ku98:3
(203)	Nuxalk	cited form	kʷɬ	'crack, split'
(203)	CS	cited form	*kʷǝɬ	the Coast Salish cognate of kʷɬ, from Ku02:141
(204)	Nuxalk	cited form	kʷtmc	'husband'
(204)	CS	cited form	*kʷtamc	the Coast Salish cognate of kʷtmc, from Ku02:141
(205)	Nuxalk	root	√k‟ʷxʷ	'look out, be observant'
(205)	CS	cited form	*k‟ʷǝx	'to count', the Coast Salish cognate, from Ku02:141
(206)	Nuxalk	cited form	k‟ʷla	'belly, abdomen'
(206)	CS	cited form	*k‟ʷal	the Coast Salish cognate of k‟ʷla
(206)	CS	cited form	k‟ʷǝla	the variant Coast Salish cognate, from Ku02:48
(207)	Nuxalk	cited form	k‟ʷliwas	'brother-in-law'
(207)	Nuxalk	cited form	k‟ʷlwas	'brother-in-law', the variant
(207)	Halkomelem	cited form	sk‟ʷǝ	the Halkomelem cognate of k‟ʷliwas, from Ku98:3
(208)	Nuxalk	cited form	k‟ʷɬ	'pour out, fill'
(208)	CS	cited form	*k‟ʷǝɬ/l	'to spill', the Coast Salish cognate of k‟ʷɬ, from Ku02:141
(209)	Nuxalk	cited form	k‟n-m	'shake, tremble'
(209)	CS	cited form	*k‟ǝn	the Coast Salish cognate of k‟n-m, from Ku02:140
(210)	Nuxalk	cited form	ɬix	'slimy'
(210)	Sechelt	cited form	sɬiš	'fish slime', the Sechelt cognate of ɬix, from Ti77:14
(210)	Nuxalk	root	√lix	the root compared with ɬix
(211)	Nuxalk	cited form	ɬk‟ʷ	'big'
(211)	Sechelt	cited form	ɬak‟ʷ	'to swell up', the Sechelt cognate of ɬk‟ʷ, from Ti77:34
(212)	Nuxalk	cited form	ɬmiɬ	'we, us'
(212)	Sechelt	cited form	nímuɬ	the Sechelt cognate of ɬmiɬ, from Ti77:22
(213)	Nuxalk	cited form	ɬup	'you pl.'
(213)	Sechelt	cited form	núwlap	the Sechelt cognate of ɬup, from Ti77:22
(214)	Nuxalk	cited form	ɬuc‟	'strip, undress sb'
(214)	Sechelt	cited form	ɬəw-íc‟a-m	the Sechelt cognate of ɬuc‟, from Ti77:35
(215)	Nuxalk	cited form	ɬχʷta	'to spit'
(215)	Squamish	root	√ɬǝχʷ	the Squamish cognate of ɬχʷta, from Ku67:328
(216)	Nuxalk	cited form	lik‟	'fill'
(216)	CS	cited form	*lǝk‟	the Coast Salish cognate of lik‟, from Ku02:142
(217)	Nuxalk	cited form	maaχsa	'nose'
(217)	CS	cited form	*mǝqsǝn	the Coast Salish cognate of maaχsa, from Ku02:145
(218)	Nuxalk	cited form	maka	'testes'
(218)	CS	cited form	*makǝn	the Coast Salish cognate of maka, from Ku02:144
(219)	Nuxalk	cited form	maliiχʷ	'mix'
(219)	CS	cited form	*mal(i)qʷ	the Coast Salish cognate of maliiχʷ, from Ku02:144
(220)	Nuxalk	cited form	man	'father'
(220)	CS	cited form	*man	the Coast Salish cognate of man, from Ku02:144
(221)	Nuxalk	cited form	mna	'child, offspring'
(221)	CS	cited form	*mǝna	the Coast Salish cognate of mna, from Ku02:144
(222)	Nuxalk	cited form	musa	'face'
(222)	CS	cited form	*mʔus	the Coast Salish cognate of musa, from Ku02:145
(223)	Nuxalk	cited form	ʔnc	'I, me'
(223)	Squamish	cited form	ʔǝns	the Squamish cognate of ʔnc, from Ku67:387
(224)	Nuxalk	cited form	paaχʷu	'be afraid'
(224)	Nuxalk	root	√paaqʷu	'be afraid', the root
(224)	CS	cited form	*p‟aʔqʷ(u)	the Coast Salish cognate of paaχʷu
(224)	Squamish	cited form	p‟áq‟ʷaɬ	the Squamish cognate of paaχʷu, from Ku67:252
(225)	Nuxalk	cited form	piq‟	'wide, broad'
(225)	Sechelt	cited form	p‟iq‟	the Sechelt cognate of piq‟, from Ti77:20
(226)	Nuxalk	cited form	pn-aaχ-(s)ta	'dancer's apron'
(226)	Sechelt	cited form	pən-íč(n)-tn	'lid', the Sechelt cognate of pn-aaχ-(s)ta, from Ti77:18
(227)	Nuxalk	cited form	p‟al=lx	'come to, wake up'
(227)	CS	cited form	*p‟al	'conscious, sober', the Coast Salish cognate, from Ku02:147
(228)	Nuxalk	cited form	qalχ-m	'dig for fern roots'
(228)	CS	cited form	*qalχ	'digging stick', the Coast Salish cognate, from Ku02:148
(229)	Nuxalk	root	√qap‟	'tidy up, tuck, fold in'
(229)	Nuxalk	root	√qaa:χp‟	'tidy up, tuck, fold in', the variant
(229)	CS	cited form	*qǝp‟	'cover, close', the Coast Salish cognate, from Ku02:148
(230)	Nuxalk	cited form	qilix	'belittle, insult sb'
(230)	CS	cited form	*qil-nix	'consider bad', the source of qilix
(230)	CS	cited form	*qǝl	'bad', from Ku02:148
(231)	Nuxalk	cited form	s-qili	'woman of slave ancestry'
(232)	Nuxalk	cited form	qi:qti	'small, little child'
(232)	Sechelt	cited form	qíqti	'youngest in family', the Sechelt cognate of qi:qti, from Ti77:16
(233)	Nuxalk	cited form	qlum	'blister'
(234)	Nuxalk	cited form	qluq‟s	'eye'
(234)	CS	cited form	*qlu-(a)q‟ʷs	the Coast Salish cognate of qluq‟s
(234)	Sechelt	cited form	qəlum	the Sechelt cognate of qluq‟s, from Ti77:13
(235)	Nuxalk	cited form	qm	'cover, wrap, shelter'
(235)	CS	cited form	*qǝm	'fold, pack', the Coast Salish cognate of qm, from Ku02:148
(236)	Nuxalk	cited form	qʷlχʷ	'hire sb'
(236)	Squamish	cited form	qʷáyaχʷ	the Squamish cognate of qʷlχʷ, from Ku67:362
(237)	Nuxalk	cited form	q‟ʷna	'pubic hair'
(237)	CS	cited form	*q‟ʷan	the Coast Salish cognate of q‟ʷna
(237)	CS	cited form	q‟ʷǝnaʔ	the variant Coast Salish cognate, from Ku02:151
(238)	Nuxalk	cited form	snaaχ	'slave'
(238)	Comox	cited form	nanʔq	the Comox cognate of snaaχ, from Na94:188
(239)	Nuxalk	root	√s-qʷup	'hair'
(239)	Squamish	cited form	*qʷup	the Squamish and Sechelt cognate of √s-qʷup, from Ku69:82 and Ti77:14
(240)	Nuxalk	cited form	s-talt-mx	'chief'
(240)	CS	cited form	*tal-mixʷ	the Coast Salish cognate of s-talt-mx, from Ku02:152
(241)	Nuxalk	cited form	stan	'mother'
(241)	CS	cited form	*tan	the Coast Salish cognate of stan, from Ku02:152
(242)	Nuxalk	cited form	s-yu-t	'supernatural being, a killer whale, song or horn'
(242)	CS	cited form	*yǝw	'spirit power', the Coast Salish cognate of s-yu-t, from Ku02:157
(243)	Nuxalk	cited form	ti-x	'non-feminine singular identifier'
(243)	Squamish	cited form	tiᴗ	'plain article', the Squamish cognate of ti-x, from Ku67:137
(244)	Nuxalk	cited form	ci-x	'feminine singular identifier'
(244)	Squamish	cited form	ciᴗ	'feminine article', the Squamish cognate of ci-x, from Ku67:137
(245)	Nuxalk	cited form	wi-x	'plural identifier'
(245)	Nuxalk	cited form	tix	the form wi-x is compared with
(245)	Nuxalk	cited form	cix	the other form wi-x is compared with
(246)	Nuxalk	cited form	tk‟ʷ	'dig up'
(246)	Sechelt	cited form	tək‟ʷ-t	'to pull', the Sechelt cognate of tk‟ʷ, from Ti77:32
(247)	Nuxalk	cited form	ƛ‟aɬ	'dry sth'
(247)	CS	cited form	*ƛ‟aɬ	'bitter, salt', the Coast Salish cognate of ƛ‟aɬ, from Ku02:143
(248)	Nuxalk	cited form	ƛ‟ɬ	'dry'
(249)	Nuxalk	cited form	ƛ‟i	'fast, quick'
(249)	Sechelt	cited form	ƛ‟í:ƛ‟i	the Sechelt cognate of ƛ‟i, from Ti77:20
(250)	Nuxalk	cited form	ƛ‟ima	'sinew, tendon'
