where	who	kind	form	gloss
(8)	Sliammon	cited affix	=amap	'hip'
(8)	Sechelt	cited affix	=ap	'end (lower or upper, slope), slope'
(8)	Sechelt	cited affix	=álap	'end (lower or upper); slope'
(8)	Squamish	cited affix	=ap	'base?'
(8)	Squamish	cited affix	=alap	'thigh'
(8)	Musqueam	cited affix	=ép	'base, bottom'
(8)	Musqueam	cited affix	=əp	'base, bottom'
(8)	Chilliwack	cited affix	=əp	'ground, earth, dirt on the ground'
(8)	Chilliwack	cited affix	=ə́p	'ground, earth, dirt on the ground'
(8)	Saanich	cited affix	=ečəč	'hip', from Pincott
(8)	Saanich	cited affix	=ey̓əč	'hip', from Pincott
(8)	Klallam	cited affix	=ač	'back, usually the bottom or lower back'
(8)	Klallam	cited affix	=ay̓č	'hip', from Pincott
(8)	Lushootseed	cited affix	=ap	'bottom, base, buttocks'
(8)	Lushootseed	cited affix	=əp	'bottom, base, buttocks'
(8)	Lushootseed	cited affix	=álap	'leg, hip'
(8)	Twana	cited affix	=ap	'rear end, behind, tail'
§3.2	Julie Wolfe	heading	Suffixes formed from ‘head’	section 3.2
(9)	PS	cited affix	*=qin	'head (hair, top; throat, voice, language', from Kuipers
(9)	PS	cited affix	ʔm*=aqin	'head', from Kinkade
(9)	PCS	cited affix	*-al=qin	'integument', from Pincott
(9)	PCS	cited affix	*=qin	'head, voice, language', the author's reconstruction
(9)	PCS	cited affix	*-ál(ʸ)=qin	'hair, fur, feather', the author's reconstruction
(9)	Sliammon	cited affix	=qin	'mouth (inside)'
(9)	Sliammon	cited affix	=iyqin̓	'hair'
(9)	Sechelt	cited affix	=qin	'head, language, mouth, opening, speech, throat, top, voice'
(9)	Sechelt	cited affix	-əl=qin	'hair'
(9)	Sechelt	cited affix	-əl=qi	'hair'
(9)	Sechelt	cited affix	-l=qin	'hair'
(9)	Squamish	cited affix	=qin	'hair, throat, language'
(9)	Squamish	cited affix	=qn	'hair, throat, language'
(9)	Squamish	cited affix	-ál̓=qən	'feather'
(9)	Squamish	cited affix	-l=qn	'feather'
(9)	Squamish	cited affix	-iʔ=qin	'integument of animal'
(9)	Cowichan	cited affix	=qen	'throat, voice'
(9)	Cowichan	cited affix	=qən	'throat, voice'
(9)	Musqueam	cited affix	=qən	'head, end, bow of canoe'
(9)	Musqueam	cited affix	=qín	'head, end, bow of canoe'
(9)	Musqueam	cited affix	=ə́l̓qən	'pelt, fur, hide'
(9)	Chilliwack	cited affix	=qəl	'in the head'
(9)	Chilliwack	cited affix	=έlqəl	'wool, feather'
(9)	Chilliwack	cited affix	=ə́lqəl	'wool, feather'
(9)	Saanich	cited affix	=qin	'voice, throat, language'
(9)	Saanich	cited affix	=el̓qən	'hair, fur, feather'
(9)	Saanich	cited affix	=əlqən	'hair, fur, feather'
(9)	Samish	cited affix	=qin̓	'on top'
(9)	Songish	cited affix	=qən	'wool, feather, skin growth'
(9)	Songish	cited affix	=elqən	'wool, feather, skin growth'
(9)	Songish	cited affix	=lqən	'wool, feather, skin growth'
(9)	Klallam	cited affix	=qin	'voice'
(9)	Klallam	cited affix	=ayqən	'fur'
(9)	Lushootseed	cited affix	=qid	'head; top, summit; voice'
(9)	Lushootseed	cited affix	-əl=qid	'wool, hair'
(9)	Twana	cited affix	=qid	'head'
(9)	Twana	cited affix	-al=qəd	'hair'
§3.2	PCS	notation	*ʔR	the glottalized resonant whose shift to Ck ːR may have followed the loss of glottalization
§3.2	Squamish	cited affix	-iʔ-	the Sq variant Pincott 2021:54 says appears more frequently
§3.2	Squamish	cited affix	-ál̓-	the Sq variant whose forms typically mean 'feather'
fn13	Squamish	cited form	iʔ	the sequence that might be əy̓ phonemically, per Suzanne Urbanczyk p.c.
fn13	Squamish	cited form	əy̓	what the sequence recorded as iʔ might be phonemically
fn13	Julie Wolfe	name	Suzanne Urbanczyk	who suggested the phonemic reading, p.c. May 8, 2025
§3.2	PCS	cited affix	*-ál=qin	'feather', under the two-connective analysis
§3.2	PCS	cited affix	*-álʸ=qin	'hair, fur', under the two-connective analysis
§3.2	Squamish	cited affix	-iʔ=qən	'integument of animal', possibly the reflex of the PCS suffix
§3.2	Squamish	cited affix	-ál̓=qən	'feather', possibly a more recent loan from Ck
§3.2	PCS	cited affix	*-ál=qin	'hair, fur, feather', under the one-phoneme analysis
(10)	Upper Chehalis	cited affix	=aqi-	'voice, talking, language'
(10)	Upper Chehalis	cited affix	=alaqn	'feather'
(10)	Cowlitz	cited affix	=aqan	'hair'
(10)	Cowlitz	cited affix	-al-aqan	in 'wool'
(11)	PCS	cited affix	*=ali	'place for', from Pincott
(11)	PCS	cited affix	*=ala	'place for', from Pincott
(11)	PCS	cited affix	*=ala=qin	'inside of head or throat', from Pincott
(11)	PCS	cited affix	*=áĺʸa	'place for, container', the author's reconstruction
(11)	PCS	cited affix	*=álʸa=qin	'inside of head or throat', the author's reconstruction
(11)	Sliammon	cited affix	=aya	'place'
(11)	Sechelt	cited affix	=ála	'inside'
(11)	Sechelt	cited affix	=áli	'container, place where something is or occurs'
(11)	Sechelt	cited affix	=ála=qin	'head (inside), throat (inside)'
(11)	Squamish	cited affix	=ay	'place for, container'
(11)	Squamish	cited affix	=ay̓	'place for, container'
(11)	Squamish	cited affix	=ay̓aqin	'insides, guts'
(11)	Musqueam	cited affix	=élə	'place for, container for'
(11)	Musqueam	cited affix	=ələ	'place for, container for'
(11)	Chilliwack	cited affix	=ɛ́ːlɛ́	'container, receptacle for'
(11)	Chilliwack	cited affix	=əlɛ	'container, receptacle for'
(11)	Chilliwack	cited affix	=ɛ́lə́qəl	'(in) the head'
(11)	Saanich	cited affix	=elə	'container'
(11)	Songish	cited affix	=élə	'container'
(11)	Songish	cited affix	=hélə	'container'
(11)	Klallam	cited affix	=ayə	'container'
(11)	Lushootseed	cited affix	=ali	'place where something is typically kept or located'
(11)	Lushootseed	cited affix	=áliqid	in 'he wrapped a (ceremonial) band around his head'
§3.3	Julie Wolfe	heading	Suffixes formed from ‘salmon, fish run’	section 3.3
§3.3	PS	cited affix	*=anaxʷ	the suffix that underwent multiple semantic extensions
§3.3	PS	cited affix	*=anuxʷ	the variant of the same suffix
(12)	PS	cited affix	*=ánaxʷ	'season, salmon, year, weather', from Kuipers
(12)	PS	cited affix	*=anaxʷ	'salmon', from Kinkade
(12)	PS	cited affix	*=anuxʷ	'weather, season, year', from Kinkade
(12)	PCS	cited affix	*=án̓axʷ	'salmon, fish run', the author's reconstruction
(12)	PCS	cited affix	*-al(ʸ)=ánaxʷ	'season, weather', the author's reconstruction
(12)	Sliammon	cited affix	=anxʷ	'fish runs (?)'
(12)	Sechelt	cited affix	=ánxʷ	'fish'
(12)	Sechelt	cited affix	-ál=ánxʷ	'fish, weather on the sea'
(12)	Musqueam	cited affix	=éːnxʷ	'fish, food, fish run, season, (bad) weather'
(12)	Musqueam	cited affix	=éːnəxʷ	'fish, food, fish run, season, (bad) weather'
(12)	Musqueam	cited affix	=énəxʷ	'fish, food, fish run, season, (bad) weather'
(12)	Musqueam	cited affix	=əlénəxʷ	'season'
(12)	Musqueam	cited affix	=lénəxʷ	'season'
(12)	Saanich	cited affix	=eːn̓əxʷ	'salmon'
(12)	Saanich	cited affix	=enəxʷ	'season, weather, time of year'
(12)	Klallam	cited affix	=aynəxʷ	'sky, weather'
(12)	Upper Chehalis	cited affix	=anxʷ	'salmon'
(12)	Upper Chehalis	cited affix	=anuxʷ	'years, weather'
(12)	Upper Chehalis	cited affix	=alaxʷ	'sky, weather'
(12)	Cowlitz	cited affix	=panxʷ	'year'
§3.3	PCS	cited affix	*-al(ʸ)-	the connective that tends to correlate with suffixes for 'weather'
§3.3	PCS	cited affix	*-áw̓-	the connective that tends to correlate with suffixes for 'year'
(13)	Julie Wolfe	heading	a. CN + LS form	the left column of example 13
(13)	Julie Wolfe	heading	b. unrelated suffix	the right column of example 13
(13)	PCS	cited affix	*=anum	'measurement of time', from Pincott
(13)	PCS	cited affix	*-áw̓=anaxʷ	'year', the author's reconstruction
(13)	PCS	cited affix	*=ánum	'year, time', the author's reconstruction
(13)	Sechelt	cited affix	-áw=nəxʷ	in 'season, year'
(13)	Sechelt	cited affix	=ánum	'year'
(13)	Squamish	cited affix	-aw=anəxʷ	'year'
(13)	Squamish	cited affix	=anam	'measure, time'
(13)	Squamish	cited affix	=anəm	'measure, time'
(13)	Cowichan	cited affix	=əwuːnxʷ	'years'
(13)	Musqueam	cited affix	=wíːnxʷ	'year'
(13)	Musqueam	cited affix	=íːnxʷ	'year'
(13)	Musqueam	cited affix	=ánəm	in 'year'
(13)	Chilliwack	cited affix	=áːləm	in 'year'
(13)	Chilliwack	cited affix	=áləm	in 'year'
(13)	Klallam	cited affix	=aʔwin̓əxʷ	'year'
(13)	Klallam	cited affix	=anŋ	'season, year'
(13)	Lushootseed	cited affix	=aladxʷ	'year'
(13)	Upper Chehalis	cited affix	-ál=anuxʷ	'years'
§3.3	Julie Wolfe	root	yəl	'be over, turn, pass', the only root Se -áw=nəxʷ, Ms =ánəm and Ck =áləm appear with
§3.3	PCS	cited affix	*-aw=anaxʷ	the first step of the route to the 'wave' suffix, from Pincott 2021:69
§3.3	PCS	cited affix	*-əw=ənaxʷ	the second step of the route to the 'wave' suffix
§3.3	PCS	cited affix	*-əw=naxʷ	the third step of the route to the 'wave' suffix
§3.3	PCS	cited affix	*=unaxʷ	the end of the route to the 'wave' suffix
(14)	Julie Wolfe	heading	a. CN + LS form	the left column of example 14
(14)	Julie Wolfe	heading	b. unrelated suffix	the right column of example 14
(14)	PS	cited affix	*=alaq	'wind, weather'
(14)	PCS	cited affix	*-aw=anaxʷ	'wave', from Pincott
(14)	PCS	cited affix	*=áĺaq	'wave', the author's reconstruction
(14)	Sliammon	cited affix	=unaxʷ	'wave', from Pincott
(14)	Sliammon	cited affix	=aʔaq	'wind'
(14)	Sechelt	cited affix	=únaxʷ	'wave(s)'
(14)	Sechelt	cited affix	=álaq	'air (moving air, moving through air), wind'
(14)	Squamish	cited affix	=unəxʷ	'wave'
(14)	Squamish	cited affix	=aʔlq	'wave', fossilized
(14)	Cowichan	cited affix	=eləq	'wave', from Hukari et. al. 2013:35, 173, 229
(14)	Cowichan	cited affix	=ələq	'wave', from Hukari et. al. 2013:35, 173, 229
(14)	Cowichan	cited affix	=əl̓əq	'wave', from Hukari et. al. 2013:35, 173, 229
(14)	Musqueam	cited affix	=éləq	'wave'
(14)	Chilliwack	cited affix	=ɛ́ːləq	'waves'
(14)	Chilliwack	cited affix	=ələq	'waves'
(14)	Saanich	cited affix	=eləq	'wave'
(14)	Saanich	cited affix	=əleq	'wave'
(14)	Saanich	cited affix	=ələq	'wave'
(14)	Klallam	cited affix	=əy̓əʔq	'wave, splash'
(14)	Klallam	cited affix	=iyəq	'wave, splash'
§3.4	Julie Wolfe	heading	CN + LS forms without semantic shifts	section 3.4
(15)	PS	cited affix	*=kʷup	'fire(wood)', from Kuipers
(15)	PS	cited affix	ʔm*=ikup	'fire(wood)', from Kinkade
(15)	PCS	cited affix	*=čup	'fire(wood)', the author's reconstruction
(15)	PCS	cited affix	*-al(ʸ)=čup	'fire(wood)', the author's reconstruction
(15)	Sliammon	cited affix	=akʷup	'fire(wood)'
(15)	Sechelt	cited affix	=íčúp	'firewood'
(15)	Sechelt	cited affix	-ál=kʷup	'fire(wood)'
(15)	Squamish	cited affix	=ikʷup	'fire(wood)'
(15)	Squamish	cited affix	=čəp	'fire(wood)'
(15)	Squamish	cited affix	-ay=ikʷup	'fire(wood)'
(15)	Squamish	cited affix	-əl=čəp	'fire(wood)'
(15)	Cowichan	cited affix	-əl=cəp	'fire(wood)'
(15)	Musqueam	cited affix	=cəp	'fire(wood)'
(15)	Musqueam	cited affix	=əlcəp	'fire(wood)'
(15)	Musqueam	cited affix	=ə́l̓cəp	'fire(wood)'
(15)	Chilliwack	cited affix	=ə́lcəp	'firewood'
(15)	Saanich	cited affix	=čəp	'fire(wood)', from Kuipers
(15)	Samish	cited affix	=ečəp	a Sm suffix for fire or firewood, given without a gloss
(15)	Lushootseed	cited affix	=čup	'cooking fire, campfire, firewood'
(15)	Lushootseed	cited affix	=aličup	'of the fire'
(15)	Twana	cited affix	=čup	'fire(wood)'
(15)	Twana	cited affix	-ay=qʷp	'wood'
§3.4	Lushootseed	cited affix	=ali	'place where something is typically kept or located', the suffix the Ld form may compound with
(16)	PS	cited affix	*=íc̓aʔ	'hide, blanket, clothes', from Kuipers
(16)	PS	cited affix	ʔ*=ic̓aʔ	'hide, surface, blanket', from Kinkade
(16)	PCS	cited affix	*=íc̓aʔ	'clothes, cloth, blanket', the author's reconstruction
(16)	PCS	cited affix	*-ál̓ʸ=ic̓aʔ	'clothes, blanket', the author's reconstruction
(16)	Sliammon	cited affix	=it̓ᶿa	'clothes'
(16)	Sechelt	cited affix	=ic̓a	'animal, blanket, clothes, skin'
(16)	Sechelt	cited affix	-ál=ic̓a	'clothes'
(16)	Squamish	cited affix	=ic̓a	'clothes'
(16)	Squamish	cited affix	=c̓a	'clothes'
(16)	Squamish	cited affix	-ay=c̓a	'clothes'
(16)	Squamish	cited affix	-ay=c̓aʔ	'clothes'
(16)	Cowichan	cited affix	=et̓ᶿeʔ	'strands of fibre, cloth'
(16)	Cowichan	cited affix	=it̓ᶿeʔ	'strands of fibre, cloth'
(16)	Musqueam	cited affix	=ít̓ᶿeʔ	'blanket, wealth'
(16)	Musqueam	cited affix	=éːlt̓ᶿeʔ	'blanket, wealth'
(16)	Chilliwack	cited affix	=ít̓ᶿɛ	'clothing, material'
(16)	Chilliwack	cited affix	=ít̓ᶿə	'clothing, material'
(16)	Saanich	cited affix	=it̓ᶿəʔ	'cloth'
(16)	Klallam	cited affix	=ic̓aʔ	'clothing (fabric)'
(16)	Lushootseed	cited affix	=ic̓aʔ	'clothe, wear'
(16)	Lushootseed	cited affix	=alic̓aʔ	'clothes, clothing'
(16)	Twana	cited affix	=ic̓a	'blanket, garment'
(16)	Twana	cited affix	-al=ic̓a	in 'ripped clothes'
(17)	PS	cited affix	*(-al)=aqap	'smell, taste', Central Salish and Tsamosan only, from Kinkade
(17)	PCS	cited affix	*=aqap	'smell, taste', the author's reconstruction
(17)	PCS	cited affix	*-ál̓ʸ=aqap	'smell, taste', the author's reconstruction
(17)	Sliammon	cited affix	=aqap	'smell'
(17)	Sechelt	cited affix	=álaq=ap	'(have a kind of) smell'
(17)	Squamish	cited affix	=áy̓aqap	'smell; taste'
(17)	Musqueam	cited affix	=éləqəp	'smell, taste, sound'
(17)	Chilliwack	cited affix	=ɛ́ːləqəp	'fragrance, smell, odour'
(17)	Saanich	cited affix	=eləqəč	'smell'
(17)	Klallam	cited affix	=aqač	'taste, odour'
(17)	Lushootseed	cited affix	=qəp	'smell'
(17)	Lushootseed	cited affix	=aləqəp	'odour'
(18)	PS	cited form	*makn	'testicle', from Kuipers
(18)	PCS	cited affix	*=áčən	'testicle(s)', the author's reconstruction
(18)	PCS	cited affix	*-ál(ʸ)=ačən	'testicle(s)', the author's reconstruction
(18)	Musqueam	cited affix	=écən	'testicle(s)'
(18)	Musqueam	cited affix	=éləcən	'testicle(s)'
(18)	Musqueam	cited affix	=ə́ləcən	'testicle(s)'
(18)	Chilliwack	cited affix	=ɛ́cəl	'on the testicles'
(18)	Chilliwack	cited affix	=ələ́cəl	'on the testicles'
(18)	Saanich	cited affix	=eləs	'testicle'
(18)	Lushootseed	cited affix	=alačəd	'testicles'
(19)	PS	cited affix	*=txʷ	'lodging', from Kuipers
(19)	PS	cited affix	c*=txʷ	'lodging', from Kinkade
(19)	PCS	cited affix	*-aw̓=txʷ	'house, building', from Pincott
(19)	PCS	cited affix	*=txʷ	'house, building', the author's reconstruction
(19)	PCS	cited affix	*-áw̓=txʷ	'house, building', the author's reconstruction
(19)	Sliammon	cited affix	=txʷ	'roof'
(19)	Sliammon	cited affix	=aw̓txʷ	'house'
(19)	Sechelt	cited affix	=txʷ	'inside (building, shelter, vehicle)'
(19)	Sechelt	cited affix	təw	'inside (building, shelter, vehicle)'
(19)	Sechelt	cited affix	=awtxʷ	'building, house, room, shelter'
(19)	Squamish	cited affix	=txʷ	'house'
(19)	Squamish	cited affix	-aw̓=txʷ	'house'
(19)	Cowichan	cited affix	-ew̓=txʷ	'lodging'
(19)	Cowichan	cited affix	-əw̓=txʷ	'lodging'
(19)	Musqueam	cited affix	=txʷ	'house'
(19)	Musqueam	cited affix	=éwtxʷ	'house'
(19)	Musqueam	cited affix	=ə́w̓txʷ	'house'
(19)	Chilliwack	cited affix	=txʷ	'building, house'
(19)	Chilliwack	cited affix	=ɛ́ːwtxʷ	'building, house'
(19)	Chilliwack	cited affix	=ɛ́wtxʷ	'building, house'
(19)	Saanich	cited affix	=ew̓txʷ	'house, building, room, campsite'
(19)	Saanich	cited affix	=əw̓txʷ	'house, building, room, campsite'
(19)	Samish	cited affix	=ew̓txʷ	'house, dwelling'
(19)	Klallam	cited affix	=aw̓txʷ	'house, building, room'
(19)	Lushootseed	cited affix	=txʷ	'building'
§3.5	Julie Wolfe	heading	Summary	section 3.5
§4	Julie Wolfe	heading	Reconstructing the meanings of connectives	section 4
§4	PCS	cited affix	*-ay-	'tip, extremity, edge', the reconstruction discussed in section 4.1
§4	PCS	cited affix	*-alʸ-	'in, on, source of', the reconstruction discussed in section 4.2
§4.1	Julie Wolfe	heading	The connective *-ay-	section 4.1
§4.1	Moses-Columbian	cited affix	=ayaʔ	'head, top', which Kinkade 1998:283 suggests *-ay- could be related to
§4.1	Julie Wolfe	cited affix	-ay-	the connective used to refer to extremities in two Tsamosan languages
(20)	Upper Chehalis	cited affix	=ača	'hand, finger, forearm'
(20)	Upper Chehalis	cited affix	-áy=ača	'finger, elongated instrument'
(20)	Upper Chehalis	cited affix	=šani-	'foot, toe, leg'
(20)	Upper Chehalis	cited affix	-áy=šn	'toe'
(20)	Cowlitz	cited affix	=ákaʔ	'hand, arm, finger'
(20)	Cowlitz	cited affix	-áy=akaʔ	'finger'
(20)	Cowlitz	cited affix	=xán	'foot, leg'
(20)	Cowlitz	cited affix	-áy=xan	'toe'
§4.1	Lushootseed	cited affix	-y-	the other connective in Ld showing the same tendency
(21)	Lushootseed	cited affix	=ucid	'mouth'
(21)	Lushootseed	cited affix	-ay=ucid	in words for 'chin' and 'jaw'
(21)	Lushootseed	cited affix	=qs	'nose, point'
(21)	Lushootseed	cited affix	-ay=qs	in words for 'chin' or 'beard'
(21)	Lushootseed	cited affix	=alus	'eye'
(21)	Lushootseed	cited affix	-y=alus	'end, edge'
(21)	Lushootseed	cited affix	=qid	'head; summit'
(21)	Lushootseed	cited affix	-y=aqid	'the very top'
(21)	Lushootseed	cited affix	=ax̌ad	'at the side'
(21)	Lushootseed	cited affix	-y=ax̌ad	'door'
§4.1	Julie Wolfe	reference	Beaumont 2011:557	where Se suffixes starting with -ay- are said to refer to an outside surface
(22)	PS	cited affix	*=cin	'mouth', from Kuipers
(22)	PS	cited affix	c*=ucin	'mouth', from Kinkade
(22)	PCS	cited affix	*=úcin	'mouth', the author's reconstruction
(22)	PCS	cited affix	*-áy̓=ucin	'lips, jaw, chin'; printed here with a glottalized y where Table 1 prints an acute
(22)	Sechelt	cited affix	=uc	'language, mouth, speech'
(22)	Sechelt	cited affix	-áy=uc	'lips, mouth'
(22)	Cowichan	cited affix	=ayθin	'mouth, lips'
(22)	Musqueam	cited affix	=aθən	'mouth, lip, margin, edge'
(22)	Musqueam	cited affix	=áʔθ	'mouth, lip, margin, edge'
(22)	Musqueam	cited affix	=áːyθən	'mouth, lip, margin, edge'
(22)	Musqueam	cited affix	=áyəθən	'mouth, lip, margin, edge'
(22)	Chilliwack	cited affix	=áθəl	'in the mouth'
(22)	Chilliwack	cited affix	=áːθəl	'in the mouth'
(22)	Chilliwack	cited affix	=áyəθəl	'on the lip, jaw, or mouth'
(22)	Chilliwack	cited affix	=áːyθəl	'on the lip, jaw, or mouth'
(22)	Lushootseed	cited affix	=ucid	'mouth'
(22)	Lushootseed	cited affix	-ay=ucid	'chin, jaw, path, road'
(23)	Upper Chehalis	cited affix	=ɬnali-	'mouth, lips, jaw'
(23)	Upper Chehalis	cited affix	-áy̓=ɬnɬ	'jaw'
§4.1	PCS	cited affix	-áy̓-	the connective combined with 'face' to form a suffix for 'cheek' in Sl and Se
(24)	Sliammon	cited affix	=us	'head, face'
(24)	Sliammon	cited affix	=aǰ́is	'cheek'
(24)	Sechelt	cited affix	=us	'face, eye'
(24)	Sechelt	cited affix	-áy=us	'cheek, head (side of)'
(24)	Sechelt	cited affix	-áy=as	'cheek, side or half of face or head'
§4.1	PCS	cited form	*y	the phoneme whose shift to Sl ǰ is attested, from Galloway 1988:300
§4.1	Sliammon	cited form	ǰ	what PCS *y shifted to in Sl
§4.2	Julie Wolfe	heading	The connective *-alʸ-	section 4.2
(25)	Julie Wolfe	heading	*-alʸ=LS	the right column heading of example 25
(25)	PCS	cited affix	*=ús	'face'
(25)	PCS	cited affix	*-ál̓ʸ=us	'on the face', giving 'eye'
(25)	PCS	cited affix	*=an̓áʔ	'side of the head'
(25)	PCS	cited affix	*-ál̓ʸ=an̓aʔ	'on the side of the head', giving 'ear'
(25)	PCS	cited affix	*=áx̌an	'arm, side'
(25)	PCS	cited affix	*-alʸ=áx̌an	'on the side', giving 'arm'
(25)	PCS	cited affix	*=áp	'bottom, base, rear'
(25)	PCS	cited affix	*-al=ap	'at the base', giving 'thigh, hip'
(25)	PCS	cited affix	*=qin	'head'
(25)	PCS	cited affix	*-ál(ʸ)=qin	'on the head', giving 'hair'
§4.2	PCS	cited affix	*-ál̓(ʸ)=anaxʷ	'season, weather', where the meaning added by *-alʸ- is not obvious
(26)	PS	cited affix	*=mixʷ	'life force, "mana", person(s), animals, world, land river; woman's breast, milk', from Kuipers
(26)	PS	cited affix	*=mix	'life force, "mana", person(s), animals, world, land river; woman's breast, milk', from Kuipers
(26)	PS	cited affix	t*=(a)mixʷ	'people, group, residents', from Kinkade
(26)	PS	cited affix	*-al=amixʷ	'female breast', from Kinkade
(26)	PS	cited affix	ʔt*=mix	'person, individual', from Kinkade
(26)	PCS	cited affix	*-al=mixʷ	'breast', from Pincott
(26)	PCS	cited affix	*=mixʷ	'people', the author's reconstruction
(26)	PCS	cited affix	*-álʸ=mixʷ	'breast, breast milk', the author's reconstruction
(26)	Sliammon	cited affix	=mixʷ	'house'
(26)	Sliammon	cited affix	=aymixʷ	'breast'
(26)	Sechelt	cited affix	=mixʷ	'floor; people, person(s); place'
(26)	Sechelt	cited affix	=məxʷ	'floor; people, person(s); place'
(26)	Sechelt	cited affix	-ál=mixʷ	'breast(s), (group of) people'
(26)	Squamish	cited affix	=mixʷ	'people'
(26)	Squamish	cited affix	=məxʷ	'people'
(26)	Squamish	cited affix	-ay̓=amixʷ	'breast'
(26)	Cowichan	cited affix	=məxʷ	'group, people, breast, milk'
(26)	Cowichan	cited affix	-əl=məxʷ	'group, people; breast, milk'
(26)	Musqueam	cited affix	=məxʷ	'place, people, (cluster?)'
(26)	Musqueam	cited affix	=ə́lməxʷ	'breast, milk, spring (of water'
(26)	Chilliwack	cited affix	=məxʷ	'people, person'
(26)	Chilliwack	cited affix	=ɛ́lməxʷ	'(on the) breast'
(26)	Chilliwack	cited affix	=əlmə́xʷ	'(on the) breast'
(26)	Saanich	cited affix	=ŋixʷ	'being'
(26)	Saanich	cited affix	=ŋəxʷ	'being'
(26)	Saanich	cited affix	=elŋəxʷ	'breast'
(26)	Samish	cited affix	=ŋəxʷ	'being, living, thing, person'
(26)	Samish	cited affix	-el=ŋəxʷ	'being, living, thing, person'
(26)	Klallam	cited affix	=ŋixʷ	'being; breast'
(26)	Klallam	cited affix	-ay=ŋəxʷ	in 'milk a cow', from Kuipers
(26)	Lushootseed	cited affix	=bixʷ	'homogenous group or cluster'
(26)	Lushootseed	cited affix	-al=bixʷ	'earth, land, milk, teat, suckle', from Kuipers
(26)	Twana	cited affix	=bixʷ	'people'
(26)	Twana	cited affix	-al=bəš	'milk', non-productive
§4.2	PS	cited affix	*-alʸ=mixʷ	'source of life', the interpretation Kuipers' 'life force' gloss allows
§4.2	Upper Chehalis	cited affix	=anuxʷ	'years'
§4.2	Upper Chehalis	cited affix	-al=anuxʷ	the same suffix with the connective, attaching to different numbers
§5	Julie Wolfe	heading	Conclusion	section 5
§5	PCS	cited affix	*-ay-	'on, at', the meaning section 4 concludes for this connective
§5	PCS	cited affix	*-alʸ-	'reason for, source of', the meaning section 4 concludes for this connective
References	Julie Wolfe	heading	References	the paper's bibliography
References	Julie Wolfe	reference	Bates, Dawn, Hess, Thom, & Hilbert, Vi. 1994. Lushootseed dictionary. Seattle, WA: University of Washington Press.	the source of the Ld data
References	Julie Wolfe	reference	Beaumont, Ronald C. 1985. She Shashishalhem, the Sechelt Language: Language, Stories and Sayings of the Sechelt Indian People of British Columbia. Penticton, BC: Theytus Books.	cited on Se glottalization
References	Sechelt	cited title	Shashishalhem	the Sechelt language, in Beaumont's 1985 title
References	Julie Wolfe	reference	Beaumont, Ronald C. 2011. Sechelt dictionary. Sechelt, BC: Sechelt Indian Band.	the source of the Se data
References	Julie Wolfe	reference	Blake, Susan J. 2000. On the distribution and representation of shwa in Sliammon (Salish). Ph.D. dissertation. University of British Columbia, Vancouver, BC.	the source of the Sl phoneme description
References	Julie Wolfe	reference	Czaykowska-Higgins, Ewa. 2004. The morphological and phonological status of Nxaʔamxcín lexical suffixes. In Gerdts, Donna & Matthewson, Lisa (eds.), Studies in Salish Linguistics in Honor of M. Dale Kinkade, 72–99. Missoula, MN: University of Montana.	cited on phonological reduction
References	Moses-Columbian	cited title	Nxaʔamxcín	the language name in Czaykowska-Higgins' title, the autonym of Moses-Columbian
References	Julie Wolfe	reference	Galloway, Brent D. 1988. Some proto-Central Salish sound correspondences. In Shipley, William (ed.) In Honor of Mary Haas: From the Haas Festival Conference on Native American Linguistics, 293–343. Berlin: Mouton de Gruyter.	the source of the sound correspondences
References	Julie Wolfe	reference	Galloway, Brent D. 2009. Dictionary of Upriver Halkomelem, Volume I. Berkeley, CA: University of California Press.	the source of the Ck data
References	Julie Wolfe	reference	Gerdts, Donna. 1998. Incorporation. In Spencer, Andrew & Zwicky, Arnold (eds.), The handbook of morphology, 84–100. Oxford: Blackwell Publishing Ltd.	cited on the origin of lexical suffixes
References	Julie Wolfe	reference	Hukari, Thomas E., Peter, Ruby, & Gerdts, Donna (eds.). 2013. Hul’q’umi’num’ to English dictionary. BC: Cowichan Valley School District.	the source of the Cw 'wave' forms
References	Cowichan	cited title	Hul’q’umi’num’	the Cowichan language name in Hukari et. al.'s title
References	Julie Wolfe	reference	Kinkade, M. Dale. 1991. Upper Chehalis dictionary. Missoula, MN: UMOPL.	the source of the Ch data
References	Julie Wolfe	reference	Kinkade, M. Dale. 1998. Origins of Salishan lexical suffixes. Papers for ICSNL 33:266–295.	the source of the PS reconstructions marked (Ki)
References	Julie Wolfe	reference	Kinkade, M. Dale. 2004. Cowlitz dictionary and grammatical sketch. Missoula, MT: UMOPL.	the source of the Cz data
References	Julie Wolfe	reference	Kuipers, Aert H. 2002. Salish etymological dictionary. Missoula, MT: UMOPL.	the source of the reconstructions marked (Ku)
References	Julie Wolfe	reference	Modrow, Ruth H. 1971. The Quinault dictionary. Quinault, WA: Quinault Indian Tribe.	the source of the Qu data
References	Julie Wolfe	reference	Montler, Timothy. 2012. Klallam dictionary. Seattle, WA: University of Washington Press.	the source of the Kl data
References	Julie Wolfe	reference	Montler, Timothy. 2018. SENĆOŦEN: a dictionary of the Saanich Language. Seattle, WA: University of Washington Press.	the source of the Sn data
References	Saanich	cited title	SENĆOŦEN	the Saanich language name in Montler's 2018 title
